codigo,denominacao,atestado_bombeiros,licenca_ambiental,orgão_regulador,defesa_civil,laudo_acustico,outros_docs
46.23-1-04,Comércio atacadista de fumo em folha não beneficiado,J - Depósitos,-,-,-,-,-
46.23-1-06,"Comércio atacadista de sementes, flores, plantas e gramas",J - Depósitos,-,-,-,-,-
46.23-1-07,Comércio atacadista de sisal,J - Depósitos,-,-,-,-,-
46.23-1-09,Comércio atacadista de alimentos para animais,J - Depósitos,-,-,-,-,-
46.23-1-99,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,J - Depósitos,-,-,-,-,-
46.36-2-01,Comércio atacadista de fumo beneficiado,J - Depósitos,-,-,-,-,-
46.36-2-02,"Comércio atacadista de cigarros, cigarrilhas e charutos",J - Depósitos,-,-,-,-,-
46.41-9-01,Comércio atacadista de tecidos,J - Depósitos,-,-,-,-,-
46.41-9-02,"Comércio atacadista de artigos de cama, mesa e banho",J - Depósitos,-,-,-,-,-
46.41-9-03,Comércio atacadista de artigos de armarinho,J - Depósitos,-,-,-,-,-
46.42-7-01,"Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança",J - Depósitos,-,-,-,-,-
46.42-7-02,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho,J - Depósitos,-,-,-,-,-
46.43-5-01,Comércio atacadista de calçados,J - Depósitos,-,-,-,-,-
46.43-5-02,"Comércio atacadista de bolsas, malas e artigos de viagem",J - Depósitos,-,-,-,-,-
46.44-3-01,Comércio atacadista de medicamentos e drogas de uso humano,J - Depósitos,-,-,-,-,-
46.44-3-02,Comércio atacadista de medicamentos e drogas de uso veterinário,J - Depósitos,-,-,-,-,-
46.45-1-01,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",J - Depósitos,-,-,-,-,-
46.45-1-02,Comércio atacadista de próteses e artigos de ortopedia,J - Depósitos,-,-,-,-,-
46.45-1-03,Comércio atacadista de produtos odontológicos,J - Depósitos,-,-,-,-,-
46.46-0-01,Comércio atacadista de cosméticos e produtos de perfumaria,J - Depósitos,-,-,-,-,-
46.46-0-02,Comércio atacadista de produtos de higiene pessoal,J - Depósitos,-,-,-,-,-
46.47-8-01,Comércio atacadista de artigos de escritório e de papelaria,J - Depósitos,-,-,-,-,-
46.47-8-02,"Comércio atacadista de livros, jornais e outras publicações",J - Depósitos,-,-,-,-,-
46.49-4-01,Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico,J - Depósitos,-,-,-,-,-
46.49-4-02,Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,J - Depósitos,-,-,-,-,-
46.49-4-03,"Comércio atacadista de bicicletas, triciclos e outros veículos recreativos",J - Depósitos,-,-,-,-,-
46.49-4-04,Comércio atacadista de móveis e artigos de colchoaria,J - Depósitos,-,-,-,-,-
46.49-4-05,Comércio atacadista de artigos de tapeçaria; persianas e cortinas,J - Depósitos,-,-,-,-,-
46.49-4-06,"Comércio atacadista de lustres, luminárias e abajures",J - Depósitos,-,-,-,-,-
46.49-4-07,"Comércio atacadista de filmes, CDs, DVDs, fitas e discos",J - Depósitos,-,-,-,-,-
46.49-4-08,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",J - Depósitos,-,-,-,-,-
46.49-4-09,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",J - Depósitos,-,-,-,-,-
46.49-4-10,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",J - Depósitos,-,-,-,-,-
46.49-4-99,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente,J - Depósitos,-,-,-,-,-
46.51-6-01,Comércio atacadista de equipamentos de informática,J - Depósitos,-,-,-,-,-
46.51-6-02,Comércio atacadista de suprimentos para informática,J - Depósitos,-,-,-,-,-
46.52-4-00,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação,J - Depósitos,-,-,-,-,-
46.61-3-00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",J - Depósitos,-,-,-,-,-
46.62-1-00,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",J - Depósitos,-,-,-,-,-
46.63-0-00,Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,J - Depósitos,-,-,-,-,-
46.64-8-00,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",J - Depósitos,-,-,-,-,-
46.65-6-00,Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças,J - Depósitos,-,-,-,-,-
46.69-9-01,Comércio atacadista de bombas e compressores; partes e peças,J - Depósitos,-,-,-,-,-
46.69-9-99,Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,J - Depósitos,-,-,-,-,-
46.71-1-00,Comércio atacadista de madeira e produtos derivados,J - Depósitos,-,-,-,-,-
46.72-9-00,Comércio atacadista de ferragens e ferramentas,J - Depósitos,-,-,-,-,-
46.73-7-00,Comércio atacadista de material elétrico,J - Depósitos,-,-,-,-,-
46.79-6-02,Comércio atacadista de mármores e granitos,J - Depósitos,-,-,-,-,-
46.79-6-03,"Comércio atacadista de vidros, espelhos e vitrais",J - Depósitos,-,-,-,-,-
46.85-1-00,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",J - Depósitos,-,-,-,-,-
46.89-3-01,"Comércio atacadista de produtos da extração mineral, exceto combustíveis",J - Depósitos,Licenciamento Ambiental,Autorização da ANP,Parecer da defesa civil,-,-
46.89-3-02,Comércio atacadista de fios e fibras beneficiados,J - Depósitos,-,-,-,-,-
46.89-3-99,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,J - Depósitos,-,-,-,-,-
46.91-5-00,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",J - Depósitos,-,-,-,-,-
46.92-3-00,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários",J - Depósitos,-,-,-,-,-
46.93-1-00,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",J - Depósitos,-,-,-,-,-
46.34-6-01,Comércio atacadista de carnes bovinas e suínas e derivados,J - Depósitos,-,-,-,-,-
46.34-6-02,Comércio atacadista de aves abatidas e derivados,J - Depósitos,-,-,-,-,-
46.34-6-03,Comércio atacadista de pescados e frutos do mar,J - Depósitos,-,-,-,-,-
46.34-6-99,Comércio atacadista de carnes e derivados de outros animais,J - Depósitos,-,-,-,-,-
47.11-3-01,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",C - Comercial,-,-,-,-,-
47.11-3-02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",C - Comercial,-,-,-,-,-
47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",C - Comercial,-,-,-,-,-
47.13-0-02,"Lojas de variedades, exceto lojas de departamentos ou magazines",C - Comercial,-,-,-,-,-
47.13-0-04,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",C - Comercial,-,-,-,-,-
47.13-0-05,"Lojas francas (Duty Free) de aeroportos, portos e em fronteiras terrestres",C - Comercial,-,-,-,-,-
47.22-9-01,Comércio varejista de carnes - açougues,C - Comercial,-,-,-,-,-
47.22-9-02,Peixaria,C - Comercial,-,-,-,-,-
47.29-6-01,Tabacaria,C - Comercial,-,-,-,-,-
47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,C - Comercial,-,-,-,-,-
47.42-3-00,Comércio varejista de material elétrico,C - Comercial,-,-,-,-,-
47.43-1-00,Comércio varejista de vidros,C - Comercial,-,-,-,-,-
47.44-0-01,Comércio varejista de ferragens e ferramentas,C - Comercial,-,-,-,-,-
47.44-0-02,Comércio varejista de madeira e artefatos,C - Comercial,-,-,-,-,-
47.44-0-03,Comércio varejista de materiais hidráulicos,C - Comercial,-,-,-,-,-
47.44-0-04,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",C - Comercial,-,-,-,-,-
47.44-0-05,Comércio varejista de materiais de construção não especificados anteriormente,C - Comercial,-,-,-,-,-
47.44-0-06,Comércio varejista de pedras para revestimento,C - Comercial,-,-,-,-,-
47.44-0-99,Comércio varejista de materiais de construção em geral,C - Comercial,-,-,-,-,-
47.51-2-01,Comércio varejista especializado de equipamentos e suprimentos de informática,C - Comercial,-,-,-,-,-
47.51-2-02,Recarga de cartuchos para equipamentos de informática,C - Comercial,-,-,-,-,-
47.52-1-00,Comércio varejista especializado de equipamentos de telefonia e comunicação,C - Comercial,-,-,-,-,-
47.53-9-00,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,C - Comercial,-,-,-,-,-
47.54-7-01,Comércio varejista de móveis,C - Comercial,-,-,-,-,-
47.54-7-02,Comércio varejista de artigos de colchoaria,C - Comercial,-,-,-,-,-
47.54-7-03,Comércio varejista de artigos de iluminação,C - Comercial,-,-,-,-,-
47.55-5-01,Comércio varejista de tecidos,C - Comercial,-,-,-,-,-
47.55-5-02,Comercio varejista de artigos de armarinho,C - Comercial,-,-,-,-,-
47.55-5-03,"Comercio varejista de artigos de cama, mesa e banho",C - Comercial,-,-,-,-,-
47.56-3-00,Comércio varejista especializado de instrumentos musicais e acessórios,C - Comercial,-,-,-,-,-
47.57-1-00,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação",C - Comercial,-,-,-,-,-
47.59-8-01,"Comércio varejista de artigos de tapeçaria, cortinas e persianas",C - Comercial,-,-,-,-,-
47.59-8-99,Comércio varejista de outros artigos de uso doméstico não especificados anteriormente,C - Comercial,-,-,-,-,-
47.61-0-01,Comércio varejista de livros,C - Comercial,-,-,-,-,-
47.61-0-02,Comércio varejista de jornais e revistas,C - Comercial,-,-,-,-,-
47.61-0-03,Comércio varejista de artigos de papelaria,C - Comercial,-,-,-,-,-
47.62-8-00,"Comércio varejista de discos, CDs, DVDs e fitas",C - Comercial,-,-,-,-,-
47.63-6-01,Comércio varejista de brinquedos e artigos recreativos,C - Comercial,-,-,-,-,-
47.63-6-02,Comércio varejista de artigos esportivos,C - Comercial,-,-,-,-,-
47.63-6-03,Comércio varejista de bicicletas e triciclos; peças e acessórios,C - Comercial,-,-,-,-,-
47.63-6-04,"Comércio varejista de artigos de caça, pesca e camping",C - Comercial,-,-,-,-,-
47.63-6-05,Comércio varejista de embarcações e outros veículos recreativos; peças e acessórios,C - Comercial,-,-,-,-,-
47.71-7-02,"Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas",C - Comercial,-,-,-,-,-
47.71-7-03,Comércio varejista de produtos farmacêuticos homeopáticos,C - Comercial,-,-,-,-,-
47.71-7-04,Comércio varejista de medicamentos veterinários,C - Comercial,-,-,-,-,-
47.81-4-00,Comércio varejista de artigos do vestuário e acessórios,C - Comercial,-,-,-,-,-
47.82-2-01,Comércio varejista de calçados,C - Comercial,-,-,-,-,-
47.82-2-02,Comércio varejista de artigos de viagem,C - Comercial,-,-,-,-,-
47.83-1-01,Comércio varejista de artigos de joalheria,C - Comercial,-,-,-,-,-
47.83-1-02,Comércio varejista de artigos de relojoaria,C - Comercial,-,-,-,-,-
47.85-7-01,Comércio varejista de antiguidades,C - Comercial,-,-,-,-,-
47.85-7-99,Comércio varejista de outros artigos usados,C - Comercial,-,-,-,-,-
47.89-0-01,"Comércio varejista de suvenires, bijuterias e artesanatos",C - Comercial,-,-,-,-,-
47.89-0-02,Comércio varejista de plantas e flores naturais,C - Comercial,-,-,-,-,-
47.89-0-03,Comércio varejista de objetos de arte,C - Comercial,-,-,-,-,-
47.89-0-05,Comércio varejista de produtos saneantes domissanitários,C - Comercial,-,-,-,-,-
47.89-0-07,Comércio varejista de equipamentos para escritório,C - Comercial,-,-,-,-,-
47.89-0-08,Comércio varejista de artigos fotográficos e para filmagem,C - Comercial,-,-,-,-,-
47.89-0-99,Comércio varejista de outros produtos não especificados anteriormente,C - Comercial,-,-,-,-,-
47.21-1-02,Padaria e confeitaria com predominância de revenda,C - Comercial,-,-,-,-,-
47.21-1-03,Comércio varejista de laticínios e frios,C - Comercial,-,-,-,-,-
47.21-1-04,"Comércio varejista de doces, balas, bombons e semelhantes",C - Comercial,-,-,-,-,-
47.23-7-00,Comércio varejista de bebidas,C - Comercial,-,-,-,-,-
47.24-5-00,Comércio varejista de hortifrutigranjeiros,C - Comercial,-,-,-,-,-
47.29-6-02,Comércio varejista de mercadorias em lojas de conveniência,C - Comercial,-,-,-,-,-
47.71-7-01,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",C - Comercial,-,-,-,-,-
47.72-5-00,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",C - Comercial,-,-,-,-,-
47.73-3-00,Comércio varejista de artigos médicos e ortopédicos,C - Comercial,-,-,-,-,-
47.74-1-00,Comércio varejista de artigos de óptica,C - Comercial,-,-,-,-,-
47.31-8-00,Comércio varejista de combustíveis para veículos automotores,C - Comercial,Licenciamento Ambiental,Autorização da ANP,Parecer da defesa civil,-,-
47.32-6-00,Comércio varejista de lubrificantes,C - Comercial,-,-,-,-,-
47.41-5-00,Comércio varejista de tintas e materiais para pintura,C - Comercial,-,-,-,-,-
47.84-9-00,Comércio varejista de gás liqüefeito de petróleo (GLP),M - Especial,-,Autorização da ANP,-,-,-
47.89-0-04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,C - Comercial,-,-,-,-,-
47.89-0-06,Comércio varejista de fogos de artifício e artigos pirotécnicos,L - Explosivo,-,-,Parecer da defesa civil,-,-
47.89-0-09,Comércio varejista de armas e munições,L - Explosivo,-,Autorização Polícia Federal,Parecer da defesa civil,-,-
49.11-6-00,Transporte ferroviário de carga,M - Especial,-,-,-,-,-
49.12-4-01,Transporte ferroviário de passageiros intermunicipal e interestadual,M - Especial,-,-,-,-,-
49.12-4-02,Transporte ferroviário de passageiros municipal e em região metropolitana,M - Especial,-,-,-,-,-
49.12-4-03,Transporte metroviário,M - Especial,-,-,-,-,-
49.21-3-01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",M - Especial,-,-,-,-,-
49.21-3-02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",M - Especial,-,-,-,-,-
49.22-1-01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",M - Especial,-,-,-,-,-
49.22-1-02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",M - Especial,-,-,-,-,-
49.22-1-03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",M - Especial,-,-,-,-,-
49.23-0-01,Serviço de táxi,C - Comercial,-,-,-,-,Verificar documentação no Empreenda Itajaí
49.24-8-00,Transporte escolar,C - Comercial,-,-,-,-,Verificar documentação no Empreenda Itajaí
49.30-2-03,Transporte rodoviário de produtos perigosos,C - Comercial,-,-,Parecer da defesa civil,-,-
49.40-0-00,Transporte dutoviário,C - Comercial,-,-,-,-,-
49.50-7-00,"Trens turísticos, teleféricos e similares",C - Comercial,-,-,-,-,-
49.23-0-02,Serviço de transporte de passageiros - locação de automóveis com motorista,C - Comercial,-,-,-,-,-
49.29-9-01,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",C - Comercial,-,-,-,-,-
49.29-9-02,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",C - Comercial,-,-,-,-,-
49.29-9-03,"Organização de excursões em veículos rodoviários próprios, municipal",C - Comercial,-,-,-,-,-
49.29-9-04,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",C - Comercial,-,-,-,-,-
49.29-9-99,Outros transportes rodoviários de passageiros não especificados anteriormente,C - Comercial,-,-,-,-,-
49.30-2-01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",C - Comercial,-,-,-,-,-
49.30-2-02,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",C - Comercial,-,-,-,-,-
49.30-2-04,Transporte rodoviário de mudanças,C - Comercial,-,-,-,-,-
50.11-4-01,Transporte marítimo de cabotagem - Carga,C - Comercial,-,Autorização da ANTAC,-,-,-
50.11-4-02,Transporte marítimo de cabotagem - Passageiros,C - Comercial,-,Autorização da ANTAC,-,-,-
50.12-2-01,Transporte marítimo de longo curso - Carga,C - Comercial,-,Autorização da ANTAC,-,-,-
50.12-2-02,Transporte marítimo de longo curso - Passageiros,C - Comercial,-,Autorização da ANTAC,-,-,-
50.21-1-01,"Transporte por navegação interior de carga, municipal, exceto travessia",C - Comercial,-,Autorização da ANTAC,-,-,-
50.21-1-02,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",C - Comercial,-,Autorização da ANTAC,-,-,-
50.22-0-01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",C - Comercial,-,Autorização da ANTAC,-,-,-
50.22-0-02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",C - Comercial,-,Autorização da ANTAC,-,-,-
50.91-2-01,"Transporte por navegação de travessia, municipal",C - Comercial,-,Autorização da ANTAC,-,-,-
50.91-2-02,"Transporte por navegação de travessia, intermunicipal, interestadual e internacional",C - Comercial,-,Autorização da ANTAC,-,-,-
50.99-8-01,Transporte aquaviário para passeios turísticos,C - Comercial,-,Autorização da ANTAC,-,-,-
50.99-8-99,Outros transportes aquaviários não especificados anteriormente,C - Comercial,-,Autorização da ANTAC,-,-,-
50.30-1-01,Navegação de apoio marítimo,C - Comercial,-,Autorização da ANTAC,-,-,-
50.30-1-02,Navegação de apoio portuário,C - Comercial,-,Autorização da ANTAC,-,-,-
50.30-1-03,Serviço de rebocadores e empurradores,C - Comercial,-,Autorização da ANTAC,-,-,-
51.11-1-00,Transporte aéreo de passageiros regular,M - Especial,-,Autorização ANAC,-,-,-
51.12-9-01,Serviço de táxi aéreo e locação de aeronaves com tripulação,M - Especial,-,Autorização ANAC,-,-,-
51.12-9-99,Outros serviços de transporte aéreo de passageiros não regular,M - Especial,-,Autorização ANAC,-,-,-
51.20-0-00,Transporte aéreo de carga,M - Especial,-,Autorização ANAC,-,-,-
51.30-7-00,Transporte espacial,M - Especial,-,Autorização ANAC,-,-,-
52.11-7-01,Armazéns gerais - emissão de warrant,J - Depósitos,-,-,-,-,-
52.11-7-02,Guarda-móveis,J - Depósitos,-,-,-,-,-
52.11-7-99,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",J - Depósitos,-,-,-,-,-
52.21-4-00,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",J - Depósitos,-,-,-,-,-
52.22-2-00,Terminais rodoviários e ferroviários,M - Especial,-,-,-,-,-
52.23-1-00,Estacionamento de veículos,C - Comercial,-,-,-,-,-
52.31-1-01,Administração da infraestrutura portuária,M - Especial,-,-,-,-,-
52.31-1-02,Atividades do Operador Portuário,C - Comercial,-,-,-,-,-
52.31-1-03,Gestão de terminais aquaviários,C - Comercial,-,-,-,-,-
52.40-1-01,Operação dos aeroportos e campos de aterrissagem,C - Comercial,-,-,-,-,-
52.50-8-01,Comissaria de despachos,C - Comercial,-,-,-,-,-
52.12-5-00,Carga e descarga,C - Comercial,-,-,-,-,-
52.29-0-01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",C - Comercial,-,-,-,-,-
52.29-0-02,Serviços de reboque de veículos,C - Comercial,-,-,-,-,-
52.29-0-99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,C - Comercial,-,-,-,-,-
52.32-0-00,Atividades de agenciamento marítimo,C - Comercial,-,-,-,-,-
52.39-7-01,Serviços de praticagem,C - Comercial,-,-,-,-,-
52.39-7-99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,C - Comercial,-,-,-,-,-
52.40-1-99,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",C - Comercial,-,-,-,-,-
52.50-8-02,Atividades de despachantes aduaneiros,C - Comercial,-,-,-,-,-
52.50-8-03,"Agenciamento de cargas, exceto para o transporte marítimo",C - Comercial,-,-,-,-,-
52.50-8-04,Organização logística do transporte de carga,C - Comercial,-,-,-,-,-
52.50-8-05,Operador de transporte multimodal - OTM,J - Depósitos,-,-,-,-,-
53.10-5-01,Atividades do Correio Nacional,C - Comercial,-,-,-,-,-
53.10-5-02,Atividades de franqueadas e permissionárias do Correio Nacional,C - Comercial,-,-,-,-,-
53.20-2-01,Serviços de malote não realizados pelo Correio Nacional,C - Comercial,-,-,-,-,-
53.20-2-02,Serviços de entrega rápida,D - Serviço Profissional,-,-,-,-,-
55.10-8-01,Hotéis,B - Serviço de Hospedagem,-,-,-,-,-
55.10-8-02,Apart-hotéis,B - Serviço de Hospedagem,-,-,-,-,-
55.10-8-03,Motéis,B - Serviço de Hospedagem,-,-,-,-,-
55.90-6-01,"Albergues, exceto assistenciais",B - Serviço de Hospedagem,-,-,-,-,-
55.90-6-02,Campings,B - Serviço de Hospedagem,-,-,-,-,-
55.90-6-03,Pensões (alojamento),B - Serviço de Hospedagem,-,-,-,-,-
55.90-6-99,Outros alojamentos não especificados anteriormente,B - Serviço de Hospedagem,-,-,-,-,-
56.11-2-01,Restaurantes e similares,F - Local de reunião de público,-,-,-,-,-
56.11-2-05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",F - Local de reunião de público,-,-,-,Laudo acústico com ART,-
56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",F - Local de reunião de público,-,-,-,-,-
56.11-2-04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",F - Local de reunião de público,-,-,-,-,-
56.20-1-03,Cantinas - serviços de alimentação privativos,F - Local de reunião de público,-,-,-,-,-
56.12-1-00,Serviços ambulantes de alimentação,C - Comercial,-,-,-,-,-
56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,C - Comercial,-,-,-,-,-
56.20-1-02,Serviços de alimentação para eventos e recepções - bufê,C - Comercial,-,-,-,-,-
56.20-1-04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,C - Comercial,-,-,-,-,-
58.11-5-00,Edição de livros,C - Comercial,-,-,-,-,-
58.12-3-01,Edição de jornais diários,C - Comercial,-,-,-,-,-
58.12-3-02,Edição de jornais não diários,C - Comercial,-,-,-,-,-
58.13-1-00,Edição de revistas,C - Comercial,-,-,-,-,-
58.19-1-00,"Edição de cadastros, listas e outros produtos gráficos",C - Comercial,-,-,-,-,-
58.21-2-00,Edição integrada à impressão de livros,C - Comercial,-,-,-,-,-
58.22-1-01,Edição integrada à impressão de jornais diários,C - Comercial,-,-,-,-,-
58.22-1-02,Edição integrada à impressão de jornais não diários,C - Comercial,-,-,-,-,-
58.23-9-00,Edição integrada à impressão de revistas,C - Comercial,-,-,-,-,-
58.29-8-00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",C - Comercial,-,-,-,-,-
59.11-1-01,Estúdios cinematográficos,C - Comercial,-,-,-,-,-
59.11-1-02,Produção de filmes para publicidade,C - Comercial,-,-,-,-,-
59.11-1-99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",C - Comercial,-,-,-,-,-
59.12-0-01,Serviços de dublagem,C - Comercial,-,-,-,-,-
59.12-0-02,Serviços de mixagem sonora em produção audiovisual,C - Comercial,-,-,-,-,-
59.12-0-99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",C - Comercial,-,-,-,-,-
59.13-8-00,"Distribuição cinematográfica, de vídeo e de programas de televisão",C - Comercial,-,-,-,-,-
59.14-6-00,Atividades de exibição cinematográfica,C - Comercial,-,-,-,-,-
59.20-1-00,Atividades de gravação de som e de edição de música,C - Comercial,-,-,-,-,-
60.10-1-00,Atividades de rádio,M - Especial,-,Autorização ANATEL,-,-,Atividade CSE - CMGDT
60.21-7-00,Atividades de televisão aberta,M - Especial,-,Autorização ANATEL,-,-,Atividade CSE - CMGDT
60.22-5-01,Programadoras,M - Especial,-,Autorização ANATEL,-,-,Atividade CSE - CMGDT
60.22-5-02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",M - Especial,-,Autorização ANATEL,-,-,Atividade CSE - CMGDT
61.10-8-01,Serviços de telefonia fixa comutada - STFC,M - Especial,-,-,-,-,-
61.10-8-02,Serviços de redes de transporte de telecomunicações - SRTT,M - Especial,-,-,-,-,-
61.10-8-03,Serviços de comunicação multimídia - SCM,M - Especial,-,-,-,-,-
61.10-8-99,Serviços de telecomunicações por fio não especificados anteriormente,M - Especial,-,-,-,-,-
61.20-5-01,Telefonia móvel celular,M - Especial,-,-,-,-,-
61.20-5-02,Serviço móvel especializado - SME,M - Especial,-,-,-,-,-
61.20-5-99,Serviços de telecomunicações sem fio não especificados anteriormente,M - Especial,-,-,-,-,-
61.30-2-00,Telecomunicações por satélite,M - Especial,-,-,-,-,-
61.41-8-00,Operadoras de televisão por assinatura por cabo,M - Especial,-,-,-,-,-
61.42-6-00,Operadoras de televisão por assinatura por micro-ondas,M - Especial,-,-,-,-,-
61.43-4-00,Operadoras de televisão por assinatura por satélite,M - Especial,-,-,-,-,-
61.90-6-01,Provedores de acesso às redes de comunicações,M - Especial,-,-,-,-,-
61.90-6-02,Provedores de voz sobre protocolo Internet - VOIP,M - Especial,-,-,-,-,-
61.90-6-99,Outras atividades de telecomunicações não especificadas anteriormente,M - Especial,-,-,-,-,-
62.01-5-01,Desenvolvimento de programas de computador sob encomenda,C - Comercial,-,-,-,-,-
62.01-5-02,Web desing,C - Comercial,-,-,-,-,-
62.02-3-00,Desenvolvimento e licenciamento de programas de computador customizáveis,C - Comercial,-,-,-,-,-
62.03-1-00,Desenvolvimento e licenciamento de programas de computador não customizáveis,C - Comercial,-,-,-,-,-
62.04-0-00,Consultoria em tecnologia da informação,C - Comercial,-,-,-,-,-
62.09-1-00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",C - Comercial,-,-,-,-,-
63.11-9-00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",C - Comercial,-,-,-,-,-
63.19-4-00,"Portais, provedores de conteúdo e outros serviços de informação na Internet",C - Comercial,-,-,-,-,-
63.91-7-00,Agências de notícias,C - Comercial,-,-,-,-,-
63.99-2-00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,C - Comercial,-,-,-,-,-
64.10-7-00,Banco Central,C - Comercial,-,-,-,-,-
64.21-2-00,Bancos comerciais,C - Comercial,-,-,-,-,-
64.22-1-00,"Bancos múltiplos, com carteira comercial",C - Comercial,-,-,-,-,-
64.23-9-00,Caixas econômicas,C - Comercial,-,-,-,-,-
64.24-7-01,Bancos cooperativos,C - Comercial,-,-,-,-,-
64.24-7-02,Cooperativas centrais de crédito,C - Comercial,-,-,-,-,-
64.24-7-03,Cooperativas de crédito mútuo,C - Comercial,-,-,-,-,-
64.24-7-04,Cooperativas de crédito rural,C - Comercial,-,-,-,-,-
64.31-0-00,"Bancos múltiplos, sem carteira comercial",C - Comercial,-,-,-,-,-
64.32-8-00,Bancos de investimento,C - Comercial,-,-,-,-,-
64.33-6-00,Bancos de desenvolvimento,C - Comercial,-,-,-,-,-
64.38-7-01,Bancos de câmbio,C - Comercial,-,-,-,-,-
64.38-7-99,Outras instituições de intermediação não monetária não especificadas anteriormente,C - Comercial,-,-,-,-,-
64.34-4-00,Agências de fomento,C - Comercial,-,-,-,-,-
64.35-2-01,Sociedades de crédito imobiliário,C - Comercial,-,-,-,-,-
64.35-2-02,Associações de poupança e empréstimo,C - Comercial,-,-,-,-,-
